Tweet,Date Created
"Self help has long been our way of life in Nigeria.@MBuhari Now more than ever, we must be resourceful to stay alive. Buy Gen, fuel it. Pump water from your https://t.co/EUJCkLtDeV community road, organise street security, vigilante in troubled areas. And still pay taxes/4",2018-03-26 09:18:07
"Can anyone give me a single reason why I should pay tax in Nigeria. I manage my waste, I produce electricity, water, and security!",2018-03-26 09:17:40
Nigeria talking to Boko Haram about possible ceasefire https://t.co/LK8F38wgXr,2018-03-26 09:12:40
@MobilePunch Are we not in anarchy before? Where all the security heads are from one part of d country  (Hausa/Fulani) and the result is herdsmen killing and insecurity everywhere. Pple should defend themselves because we have no govt in Nigeria.,2018-03-26 09:11:36
KSM Nigeria Tasks Govt On Security of Lives And Propert... https://t.co/gKoAlyAiqb,2018-03-26 09:09:35
Danjuma's call  is an indication of Nigeria's parlous security situation &amp; eloquent testimony of PMB's failures #NigeriaNotSecured,2018-03-26 09:05:53
Nigeria’s President Meets with Girls Freed From Boko Haram; Vows More Security at Schools... https://t.co/K2o9CL9lDm,2018-03-26 09:04:31
Herdsmen killings: Gov Ortom speaks on security in Benue | https://t.co/z8bhyRES6Y,2018-03-26 09:03:09
"#Nigeria government confirms planned talks with #BokoHaram; however, no details on how to manage the group’s clear factions https://t.co/i5T9rqAsnC https://t.co/xajhe9AL5P",2018-03-26 09:00:22
"Self defense is the way in Nigeria

No electricity: defend yourself with generator, inverter or solar.

Poor education: defend your kids with private school or abroad cert.

Unemployment: defend yourself with side hustle. Money must be collected.

Security; ???  Limited option",2018-03-26 08:56:56
Nigeria’s population growth poses security threat - UK envoy https://t.co/9tW0B94JJF https://t.co/QqfOkJJm9b,2018-03-26 08:51:07
"3. AKPD’s ties with the Obama admin could also suggest a conflict of interest, leading the Washington-based think tank Center for Security Policy to accuse the White House of withholding counterterrorism resources to stymie Jonathan’s re-election prospects https://t.co/y4S9raLK3b",2018-03-26 08:49:57
Nigeria talking to Boko Haram about possible ceasefire https://t.co/LXyDOTYaln,2018-03-26 08:48:32
Nigeria talking to Boko Haram about possible ceasefire https://t.co/azrLqRUm6o,2018-03-26 08:44:58
"#MHNGINTERACT
A former Minister for Defence, Retired Lt. General Theophilus  Danjuma urged Nigerians to defend themselves against herdsmen. 

Does this prove Nigerians have lost confidence in @AsoRock / security agencies ability to protect them?

#Buhari #Nigeria #taraba https://t.co/uSYQtZRSuB",2018-03-26 08:43:50
It's is sad that our security institutions have allowed themselves to become subject to questionable public scrutiny. There are too many politicians in security uniforms. Reform and Referendum on NIGERIA now!!!,2018-03-26 08:43:17
"Nigeria’s position in the world happiness report has shown despite the economic &amp; security challenges faced in the country, citizens strive to remain happy. #NOIPollsVoices https://t.co/YJKTk1Sd9t",2018-03-26 08:40:46
"President @MBuhari warns that any security chief who approaches his assigned task with levity, giving room for lapses, would be dealt with appropriately. Read More here https://t.co/qld4CLVKD5 Via @todayng. https://t.co/SFIpPpUvF3",2018-03-26 08:39:19
@TVCconnect #YourViewTVC I don't want to believe that Nigeria is a failed State.  The Legislator should check the Executive arm of Government on security issues facing the country. 2019 we indeed need change,2018-03-26 08:36:17
"Nigeria's security is managed by flippant men. 1st, Dan-Ali gave it away that they are partners with #BH in the #DapchiGirls saga, Now IG told us their ""partners"" were releasing #LeahSharibu",2018-03-26 08:35:43
So they can keep killing us. We really dont need danjuma to tell us about tge complicity ofbthe army in security matters.We know it and even obvious after they graduated bokoharam members through our NDA.Let the world see and be witness to the state sponsored genocide in Nigeria https://t.co/d0tarKoKSQ,2018-03-26 08:28:47
Take TY Danjuma's Security Warning As A Wake-up Call - APC Group https://t.co/NZXbLGg2nj,2018-03-26 08:26:13
"@magicFMAba Thousand of innocent Nigeria re being killed on daily basis without any major action against the killer bandits. Let the people be security conscious!
All the time ""BE LAW ABIDING CITIZEN"", when will they advice herdsmen to be law abiding or is the Fulani above the law?",2018-03-26 08:25:55
"TY Danjuma’s threat to make “Somalia a child’s play” in Nigeria is VERY worrying! Security agents must probe this man and what he is doing underground. Otherwise, we should blame ourselves if Somalia becomes a child’s play.

Audu Bulama Bukarti",2018-03-26 08:13:41
Interesting analogy between Nigeria's cross border #migration issues and Brexit. Nigeria is wary of both Ecowas and the proposed Africa free trade area https://t.co/c2zoVcyv7v #afcfta,2018-03-26 08:11:45
"Nigeria Not Under Military Rule, PDP Blasts Buhari Over Security Comment https://t.co/eILzhZrZRJ https://t.co/E9xhGOXIbQ",2018-03-26 08:11:30
@Nedunaija Buhari's attack dogs are just doing their master's bidding. TY's comments is appropriate in the Nigeria that Buhari and his cohorts have foist on us. Self defence is an inalienable right. This is more so when we have complicit security outfits and establishments.,2018-03-26 08:11:06
Nigeria Says Boko Haram Talks Aim at Permanent Cessation of Hostilities https://t.co/a2LgU3qq2u,2018-03-26 08:09:48
"@Areafada1 @elrufai @TYDFoundation @HettyakaHandful @OrtomSamuel @AlikoDangote @
@jimovia_zennith @GovernorObaseki @ObasanjoOAremu @atiku
@realFFK @benmurraybruce @SenIsahMisau @lindaikeji @ShehuSani @DaddyFRZ

NIGERIA SECURITY FORCES ARE COMPLICIT!! #BokoHaram
#BUHARI #OSINBAJO https://t.co/M7rSTVpzH5",2018-03-26 08:05:47
Danjuma's call  is an indication of Nigeria's parlous security situation &amp; eloquent testimony of PMB's failures #NigeriaNotSecured,2018-03-26 08:03:26
"@AdvBarryRoux Name: Senator Dino Maleye.

 He’s now against the military head of state “bokoharambuhari” state security agencies wanna charge him for nothing. He will soon be declared wanted. 

https://t.co/ugLCIPpKrw.nigeria 

Heavy looters of Nigeria economy is friends of SA #investors https://t.co/clZ8hFRCvb",2018-03-26 08:01:07
"Civil Defence Opens Peace Clinic in State Commands

The Commandant General, Nigeria Security and Civil Defence Corps (NSCDC) Abdullahi Gana Muhammadu has set up “Peace Clinic in  Benue, Taraba, Borno, Zamfara and other... https://t.co/QQTeT8wipW",2018-03-26 07:59:50
"@pastorpoju Truly revealed.May d Holy Spirit channel our heart to what matters most now;prayer towards religious freedom/security&amp; dat Nigeria has f&amp;f election,2018/2019",2018-03-26 07:59:27
@Moyo_Oyatogun @starfm101_5 @Rainbow941fm @smconlineng @iam_djadex @TrendsLagos @To_Go_News @nairaland @benmurraybruce @lindaikeji @trafficbutter @olakoni @Naijapals Security in the whole world has gone scientific where is Nigeria as regards this? There is a serious decay and backwardness in our security  and won't be surprised if Dapchi saga doesn't reoccur in d north again,2018-03-26 07:59:26
"...the security situation is less than admirable, and has left Nigeria a laughing stock in the comity of nations, making the discerning Nigerian wonder what motivation could probably be behind their lackluster performance besides protecting the interest of a few individuals...",2018-03-26 07:54:28
"...challenges Nigeria is currently facing, should as a matter of factly, sack and rejig the security henchmen and apparati. To bring in officers hungry not just for success but to also write their names on the green side of Nigeria's history. The way these ones have handled...",2018-03-26 07:54:27
"Danjuma's call is an indication of Nigeria's parlous security situation &amp; eloquent testimony of PMB's failure. 
#NigeriaNotSecure",2018-03-26 07:49:39
Danjuma's call  is an indication of Nigeria's parlous security situation &amp; eloquent testimony of PMB's failures #NigeriaNotSecured,2018-03-26 07:49:06
11 tools for improving farmers income and food security in Nigeria https://t.co/PY9YHGmbS1,2018-03-26 07:47:31
"70-year-old ex-cop tackles Lagos firm over salary arrears Samson Folarin
A 70-year-old security guard, Ibrahim ... https://t.co/rk4bOQ2mPF",2018-03-26 07:44:33
"@KISSFMABUJA
If all the Nigerian Security personnel are deployed to the public schools, what of the private schools, which obviously outnumbered the public schools.
Let us deal with the root cause.
Already, we have shortage of security officers in Nigeria.",2018-03-26 07:44:07
#Security | #Nigeria talking to Boko Haram about possible ceasefire https://t.co/wfoOX5wRYw,2018-03-26 07:41:45
KSM Nigeria Tasks Govt On Security of Lives And Property https://t.co/tSuZ8D8lzQ,2018-03-26 07:41:00
"TY Danjuma just confirmed most of our fears..in Nigeria? You are on your own. Power, Education, Water, Health and now Security @Gidi_Traffic",2018-03-26 07:39:12
"@chamberlainusoh @sunrisedailynow @channelstv Since our security agencies cannot protect us, do they expect us to be good citizens by holding out our neck to be slaughtered by Mudering Fulani Herdsmen? Section 33(2) of the Constitution of the Federal Republic of Nigeria gives me the right to defend myself.",2018-03-26 07:34:51
(Security – Your biggest challenge in the cloud) has been published on Latest Nigeria News - https://t.co/ptddO0aIOR https://t.co/C2P87O6v8O,2018-03-26 07:34:45
KSM Nigeria Tasks Govt On Security of Lives And Property https://t.co/2dZDVZ3CkI https://t.co/d86TegOjT2,2018-03-26 07:34:12
"@amasonic nigga, logic, in a state where you have a constituted government and an established security outfit and you are an elder statesman, you dont tell people to against bandits (especially Nigeria), before you know it, you wont control what will follow up...",2018-03-26 07:34:07
KSM Nigeria Tasks Govt On Security of Lives And Property https://t.co/44MPxojoO4,2018-03-26 07:32:07
"In Nigeria, there is  insecurity amidst the security system.",2018-03-26 07:27:51
KSM Nigeria Tasks Govt On Security of Lives And Property - Society Watch https://t.co/5y4wbqjw48,2018-03-26 07:23:09
KSM Nigeria Tasks Govt On Security of Lives And Property https://t.co/zutBsGtZnE https://t.co/qJWiQeDhkQ,2018-03-26 07:19:35
"""Rebuilding the army and other security agencies will also be a top priority of my government. I will ensure that never again will terrorists find a safe haven in Nigeria.""
-Buhari, a March 2015 wash",2018-03-26 07:16:05
Danjuma's call  is an indication of Nigeria's parlous security situation &amp; eloquent testimony of PMB's failures #NigeriaNotSecured,2018-03-26 07:10:25
"@AdeBanqie @HQNigerianArmy Black man and his love for empty words. I would love @HQNigerianArmy to stop these meaningless killings across Nigeria, that would reassure Nigerians that they can collectively entrust their security to the Nigerian security forces. Nigerian Army please go after  these killers.",2018-03-26 07:03:25
Nigeria talking to Boko Haram about possible ceasefire https://t.co/X2brgF3PCR,2018-03-26 07:01:16
Nigeria talking to Boko Haram about possible ceasefire https://t.co/nP6l6cvlwj,2018-03-26 07:00:39
Nigeria talking to Boko Haram about possible ceasefire https://t.co/Cb9g0iERd4,2018-03-26 06:58:04
"U.S. Commercial Service, McAfee Host Breakfast Forum on Cyber Security in Nigeria https://t.co/nRvnjgxUJz",2018-03-26 06:55:01
"Announcing your Business to the World is your responsibility . Work with US @dreammeshltd .
.
#digital #tech #web #programming #coding #webdesign #ui #ux  #Nigeria #technology #robots #mobile #business #WeAreNigerianCreatives  #Entrepreneur #Security #digital #coding #advertising https://t.co/2dG80yO3co",2018-03-26 06:54:17
"@mohasnaj @Bryan_hmm @kxlvde We will be glad to have you in Nigeria. If you wish to be resident, make sure you come with 1 well equipped hospital, a set of good schools (primary to university), 10,000km of tarred roads, we'll armed security operatives and one dam for power generation. Don't come &amp; complain",2018-03-26 06:42:00
"Danjuma's call is an indication of Nigeria's parlous security situation &amp; eloquent testimony of @MBuhari's failures

#NigeriaNotSecured",2018-03-26 06:41:51
Danjuma's call  is an indication of Nigeria's parlous security situation &amp; eloquent testimony of PMB's failures #NigeriaNotSecured,2018-03-26 06:37:15
"@NigeriaNewsdesk @todayng How? With the current security threat, herdsmen killing and abduction? Can't stop praying for Nigeria",2018-03-26 06:29:59
"@HQNigerianArmy There's no security in Nigeria!
Don't be careless with your life.
This is a country where Boko Haram terrorists will kidnap a whole community anytime and return them without any arrest.
The soldiers and police only know how to collect money from Civilians and threaten with guns",2018-03-26 06:24:20
Danjuma's call is an indication of Nigeria's parlous security situation &amp; eloquent testimony of PMB's failures #NigeriaNotSecured,2018-03-26 06:19:13
Nigeria Says Boko Haram Talks Aim at Permanent Cessation of Hostilities https://t.co/id9VehoWRq,2018-03-26 06:17:38
"@HQNigerianArmy @NTANewsNow @nanonlineng We don't need to politician Nigeria security the way some Nigerians accused Nigeria army... 
God bless Nigeria",2018-03-26 06:11:26
Nigeria talking to Boko Haram about possible ceasefire https://t.co/yreanI1vHZ,2018-03-26 06:07:18
"Na-Allah Muhammad Zagga wrote:
The Yoruba Council of Elders is right that Nigeria's biggest security problems are concentrated in the North and these problems are draining the country's resources.... https://t.co/rQ6TUz59J1",2018-03-26 06:05:49
KSM Nigeria Tasks Govt On Security of Lives And Property https://t.co/T1zakUzkSe,2018-03-26 06:00:46
Danjuma's call  is an indication of Nigeria's parlous security situation &amp; eloquent testimony of PMB's failures #NigeriaNotSecured,2018-03-26 05:51:11
Nigeria Says Boko Haram Talks Aim at Permanent Cessation of Hostilities https://t.co/MfadsbR4GR,2018-03-26 05:50:30
Danjuma's cahttps://www.facebook.com/owa.temitope.5ll  is an indication of Nigeria's parlous security situation &amp; eloquent testimony of PMB's failures #NigeriaNotSecured,2018-03-26 05:46:17
"If Boko Haram can comfortably enter a town in Borno state, where Nigeria's security is heavily invested, offload 100 school girls, receive handshake from residents and comfortably drive back without encountering... https://t.co/qezGKlYvOw",2018-03-26 05:40:20
Danjuma's call  is an indication of Nigeria's parlous security situation &amp; eloquent testimony of PMB's failures #NigeriaNotSecured,2018-03-26 05:35:53
Danjuma's call  is an indication of Nigeria's parlous security situation &amp; eloquent testimony of PMB's failures #NigeriaNotSecured,2018-03-26 05:34:04
Nigeria talking to Boko Haram about possible ceasefire | Article [AMP] | Reuters https://t.co/H6v3DryRR7,2018-03-26 05:33:47
Danjuma's call  is an indication of Nigeria's parlous security situation &amp; eloquent testimony of PMB's failures #NigeriaNotSecured,2018-03-26 05:32:27
Nigeria Says Boko Haram Talks Aim at Permanent Cessation of Hostilities https://t.co/0u2hA5lPfl,2018-03-26 05:24:03
KSM Nigeria Tasks Govt On Security of Lives And Property - Naija247news #nigeria https://t.co/8vywLbEzTn,2018-03-26 05:20:09
Nigeria talking to Boko Haram about possible ceasefire https://t.co/qf6EwbLfiI,2018-03-26 05:17:17
Bauchi State Command of the Nigeria Security and Civil Defence Corps (NSCDC) said on Friday that motorcycle thieves in the state had resorted to using women to commit robbery. Commandant in charge of... https://t.co/WKQSP2C0fN,2018-03-26 05:11:44
Nigeria talking to Boko Haram about possible ceasefire https://t.co/vcJjlLM0mD,2018-03-26 05:10:54
Nigeria Says Boko Haram Talks Aim at Permanent Cessation of Hostilities https://t.co/dFpsjsnpXb,2018-03-26 04:57:19
https://t.co/aRd1jfjN2A - Nigeria's Premier Online Forum - Security Personnel https://t.co/E4lwc2MRkl,2018-03-26 04:51:43
https://t.co/aRd1jfjN2A - Nigeria's Premier Online Forum - Security Personnel  https://t.co/E4lwc2MRkl,2018-03-26 04:51:40
"Nigeria Security Challenges: Danjuma’s self-defence call, evidence of Buhari’s failure, says PDP https://t.co/JkHyUC9CE6 https://t.co/zXLOeyDPxm",2018-03-26 04:45:47
"Nigeria Security Challenges: Danjuma’s self-defence call, evidence of Buhari’s failure, says PDP https://t.co/n0PxRIEQF5 https://t.co/S6kf9dLdZZ",2018-03-26 04:45:41
Nigeria talking to Boko Haram about possible ceasefire https://t.co/09BNtOyWV5,2018-03-26 04:40:12
"#DapchiGirls: #Nigeria #military lacks the capacity to have a huge #security presence in schools to avoid terrorist’s #invasion or #abduction of pupils 
https://t.co/vlkF61Vj0u
@SchoolSecNG @safeschoolsng @kidsandsafety
@Securitytips247 https://t.co/IGoLuPUzBT",2018-03-26 04:35:30
"Ortom: I remain committed to Benueâ€™s security 

Benue State Governor Samuel Ortom has restated his ... https://t.co/iPPyCnegX1 https://t.co/5o5Xw8b7aI",2018-03-26 04:31:20
Nigeria says talking to Boko Haram about possible ceasefire https://t.co/cwHk8omfPh #nigeria,2018-03-26 04:04:20
(PDP tackles Buhari over anti-security comment – Punch Newspapers) has been published on Latest Nigeria News - https://t.co/Lu5U2nW5tc,2018-03-26 03:39:59
Nigeria's President Meets with Girls Freed From Boko Haram; Vows More Security at Schools https://t.co/uMZ38Mykjo https://t.co/XHaN2R7Rh0,2018-03-26 03:30:03
"our new Agricultural project as one that will reduce herdsmen and farmers clash,food security as Nigeria become a world exporter and fund is not from Nigeria
I believe the Federal Government of Nigeria .Capt Ernest Urhude ekhoeu@yahoo. com",2018-03-26 03:22:57
"@edobong_akpabio @ngishere @whyte_nelson @martins_toskid @DD_FaFa_ @iamprinnaik @AKASENGMARION @joeydozie @josephtsongo14 @Ayooyeleke2 @Unizikwahala3d @NosaOgbeifun1 @PetahPash @BonaOtsu @Mazillion @johnbede58 @AtarahInv We appreciate Government giant stride in Agriculture and we also see our new Agricultural project as one that will reduce herdsmen and farmers clash,food security as Nigeria become a world exporter and fund is not from Nigeria",2018-03-26 03:15:08
"KSM Nigeria tasks govt on security of lives, property - https://t.co/41EEGyjIAv",2018-03-26 03:13:41
Nigeria talking to Boko Haram about possible ceasefire https://t.co/y9R1uS0sq4,2018-03-26 03:10:09
"Bimbola Oyesola, 08033246177 The Petroleum and Natural Gas Senior Staff Association of Nigeria… https://t.co/dDd5GP9RYA https://t.co/ozZUABFnS0",2018-03-26 03:02:06
Nigeria talking to Boko Haram about possible ceasefire https://t.co/JLnn237yWz,2018-03-26 02:55:58
A group known as Croplife Nigeria has sounded a warning that the federal government’s aspiration to achieve food security in line with Global Sustainable Development Goals (SDGs) may be... https://t.co/lNjDUnpgep,2018-03-26 02:24:22
KSM Nigeria tasks govt on security of lives and property https://t.co/pNjCDj4iCc NEWSVERGE https://t.co/ndZDRGtqJd,2018-03-26 02:24:02
KSM Nigeria tasks govt on security of lives and property https://t.co/pNjCDj4iCc https://t.co/X0qN59us2P,2018-03-26 02:24:01
KSM Nigeria tasks govt on security of lives and property https://t.co/N08EopvSFJ,2018-03-26 02:24:00
RT: @reuters :Nigeria talking to Boko Haram about possible ceasefire https://t.co/KBQUT8om2S https://t.co/nhUgKxGnBa,2018-03-26 02:15:07
Nigeria talking to Boko Haram about possible ceasefire https://t.co/tvoGCsc3UK https://t.co/QfBd9e5AqF,2018-03-26 02:00:23
KSM Nigeria tasks govt on security of lives and property https://t.co/3WAU3H8lWF https://t.co/HcmT6Q4BSS,2018-03-26 01:59:41
KSM Nigeria tasks govt on security of lives and property https://t.co/NCIklxZFjf https://t.co/W06r0IFGJi,2018-03-26 01:59:02
KSM Nigeria tasks govt on security of lives and property https://t.co/3QsmkuGmc4 https://t.co/unxlj15DQ9,2018-03-26 01:58:56
KSM Nigeria Tasks Govt On Security of Lives And Property https://t.co/j2h9aaGLpO,2018-03-26 01:57:07
"@lukubako @Maiomoko Vote for Buhari 20 times, people are not going to fold their hands and continue to be killed by Fulani herdsmen. It is as simple as that. Since the Nigeria security forces have failed to protect Nigerians, Nigerians have a choice to continue to die, or defend themselves.",2018-03-26 01:45:30
Nigeria’s President Meets with Girls Freed From Boko Haram; Vows More Security at Schools https://t.co/KfxowDxfK6 via @atlblackstar,2018-03-26 01:38:43
"""Nigeria talking to Boko Haram about possible ceasefire"" - https://t.co/lNaeczBVdL",2018-03-26 00:40:43
"??? Abubakar Shekau the TEACH of murder is a howl of ???
https://t.co/NorB1ZvXgH",2018-03-26 00:19:42
Nigeria’s President Meets with Girls Freed From Boko Haram; Vows More Security at Schools https://t.co/VtfzWmoc8H,2018-03-25 23:50:23
Nigeria’s President Meets with Girls Freed From Boko Haram; Vows More Security at Schools https://t.co/ot9Jo2O2iE https://t.co/uPhOTM2Vi3,2018-03-25 23:42:40
Nigeria’s President Meets with Girls Freed From Boko Haram; Vows More Security at Schools https://t.co/hkZZizRFS9,2018-03-25 23:31:44
Nigeria’s President Meets with Girls Freed From Boko Haram; Vows More Security at Schools https://t.co/hkZZizRFS9 via @atlblackstar,2018-03-25 23:31:15
"@ComrdNelson @GarShehu The President was never silent on any Attack in Nigeria, he always act on time and is commited in tackling security issues, unlike the previous Administration.",2018-03-25 23:25:48
Thoughts on this @Pol_Sec_Analyst? #Nigeria talking to Boko Haram about possible ceasefire | Article [AMP] | Reuters https://t.co/9eDKxvcNLf,2018-03-25 23:15:49
"@NGRPresident 
Nigerians are not triverlizing security issue in Nigeria. All we are saying is tell us the truth of what is happening",2018-03-25 23:14:43
"@AsoRock @VAIDSNG Nice ad. But how many people in Nigeria are employed?  If each political office holder and other rep. members do the right thing and reduce their monthly 13.5m allowance, use local hospital,  remove their generating plants, remove extra security, be truthful , Ngr will develop",2018-03-25 22:58:18
KSM Nigeria Tasks Government On Security Of Lives And Property • Mike Angelo News https://t.co/teB0PoJOwH,2018-03-25 22:51:45
"RT : Reuters Top News
@Reuters
Nigeria talking to Boko Haram about possible ceasefire
https://t.co/6nGk5SpsZG https://t.co/fOH80UaJYA https://t.co/6nGk5SpsZG",2018-03-25 22:46:11
Nigeria talking to Boko Haram about possible ceasefire https://t.co/xulujngEZj https://t.co/2rFMXQzJ60,2018-03-25 22:41:00
Assemblyman urges federal government to do more to restore sense of security in schools https://t.co/uM0zHxytb0 via @todayng https://t.co/NEtm4xQ5gA,2018-03-25 22:36:03
Nigeria talking to Boko Haram about possible ceasefire https://t.co/b6cyopg2Zy,2018-03-25 22:23:21
(Security – Your Biggest Challenge in The Cloud) has been published on Latest Nigeria News - https://t.co/P1vUd0D3lu https://t.co/5Mmlcq5VOF,2018-03-25 22:22:18
"(FLASH BACK ARTICLE)

ADDRESSING THE SECURITY SITUATION IN NIGERIA

Lately the security situation in Nigeria appears to be getting out of hand. Kidnapping has become rampant. People are uneasy starting from the... https://t.co/jRI6OTI1kO",2018-03-25 22:19:19
@Buhari_Ghandi @ogundamisi @MBuhari Of 18 security positions the 2 headed by southerners have no land troops .This is very deliberate it is no mistake. If you know the military history of Nigeria .In 1980 Shagari made Lt gen Akinrinade  chief of defence staff and his junior chief of Army staff he resigned in Anger,2018-03-25 22:17:21
[Reuters] Nigeria talking to Boko Haram about possible ceasefire https://t.co/qity0o55ip via @NNewsBot #News https://t.co/s2AxcWxg1Y,2018-03-25 21:58:09
"@MurtalaIbin Good one. But our security problems in Nigeria have less to do with technology and equipment than it has to do with the complicity of a handful political pundits who are merchants of conflict.
Don't be naive.",2018-03-25 21:56:48
"@bunmifasae @beardedescobar @PoliceNG What TY said ought 2b a wake up call 4 those responsible 4 justice&amp;d security of lives in Nigeria so that Nigerians can feel more secure irrespective of  where they are or where they come from. Once there's a lacuna, evil forces will take advantage.",2018-03-25 21:50:07
"Honestly,they don’t need you and I to remind them they swore to defend Nigeria against all enemies being it from outside or from within...OBJ,IBB and TY Danjuma represent a major security threat to Nigeria’s existence https://t.co/1l5NDbLyXW",2018-03-25 21:39:34
"That is why Nigeria will not settle, this such ignorant peoples with personal interest, are security personnel. TY Dn kuma.",2018-03-25 21:36:08
We are digging up dirt on our nation now. Truth must be told. Nigeria does not have the capacity to store her data. We have our data stored in clouds in other countries. National security at risk... https://t.co/7DCITClzee,2018-03-25 21:35:12
Nigeria says talking to Boko Haram about possible ceasefire https://t.co/oqAscr99lI,2018-03-25 21:29:27
Politics:  Catholic Knights Nigeria tasks Govt on Security of Lives and Property https://t.co/cv8JvWluMG,2018-03-25 21:16:10
KSM Nigeria tasks Govt on security of lives and property https://t.co/e6IRDdLg57 https://t.co/vBLN7T4H0N,2018-03-25 21:16:09
Assemblyman urges federal government to do more to restore sense of security in schools https://t.co/KnhNlVniRE https://t.co/Z1bzXi5tA1,2018-03-25 21:14:04
Assemblyman urges federal government to do more to restore sense of security in schools https://t.co/XCgKrKN5rV via @todayng https://t.co/iF140UCGGD,2018-03-25 21:14:03
Nigeria talking to Boko Haram about possible ceasefire https://t.co/lOo6nGW912 https://t.co/PIc5pLOTLp,2018-03-25 21:11:14
Nigeria talking to Boko Haram about possible ceasefire.. https://t.co/1W2FWHkv5l,2018-03-25 21:10:58
Nigeria talking to Boko Haram about possible ceasefire https://t.co/uj2VoZsjyA https://t.co/OhVs5xpjD9,2018-03-25 21:06:16
Nigeria talking to Boko Haram about possible ceasefire https://t.co/BQctKCmnGI https://t.co/390gRMvV7B,2018-03-25 21:05:30
@GarShehu I'm really disappointed that a person of high caliber like Danjuma will make such insensitive statement. The plain truth is that some persons are above the law in Nigeria. if not? What are our security agencies waiting for?,2018-03-25 21:03:25
RT: @reuters :Nigeria talking to Boko Haram about possible ceasefire https://t.co/KnFkFxfSfZ https://t.co/nCfpJhBv2W,2018-03-25 21:00:09
"Dear Pres. @MBuhari,

Sir, take the words of Rtd Gen TY Danjuma as a wake-up call. Intensify effort on security. No devts can take place in a country without a secure environment.
Nigeria is in need of foreign direct investments, and this will be impossible if there's insecurity.",2018-03-25 20:58:03
#Nigeria - Nigeria talking to #BokoHaram about possible ceasefire - https://t.co/AIAF8dYQ5l,2018-03-25 20:53:37
Nigeria talking to Boko Haram about possible ceasefire https://t.co/sbs9TBCu0M,2018-03-25 20:52:55
KSM Nigeria tasks govt on security of lives and property  https://t.co/BdILwqD8iI,2018-03-25 20:52:25
Nigeria talking to Boko Haram about possible ceasefire https://t.co/UJmNvYgH2r,2018-03-25 20:51:01
KSM Nigeria Tasks Govt On Security of Lives And Property  https://t.co/vlyR6XHJM3,2018-03-25 20:51:00
KSM Nigeria Tasks Govt On Security of Lives And Property  https://t.co/Vhkx17FnEF,2018-03-25 20:50:45
Nigeria talking to Boko Haram about possible ceasefire https://t.co/fzrpgbWoLU https://t.co/UfFRvOGO2F,2018-03-25 20:50:15
"Nigeria is the only Federation in the world
where all MAJOR security agencies are headed
by only one section of the Federation and only
members of one faith.",2018-03-25 20:46:21
Nigeria in talks with Boko Haram about a possible ceasefire: government https://t.co/AI3QPeuRJl,2018-03-25 20:40:12
"Retweeted Nedu Ekeke #BBOG (@Nedunaija):

T.Y Danjuma executed Ironsi...TRUE.

He is among those who appropriated Nigeria to themselves...TRUE.

He calls on Nigerians to arm themselves seeing that security agencies... https://t.co/zMfjBxLDfw",2018-03-25 20:38:56
"Retweeted Official PDP Nigeria (@OfficialPDPNig):

Alleged Politicization of Security: President Buhari’s Comment Is Undemocratic. President @MBuhari’s comment that security agencies will deal decisively with any... https://t.co/9ldog9GHCA",2018-03-25 20:37:49
"Bigots do bigot things. The surprise is that people are surprised. 

Now, Nigeria is being run over by Fulani herdsmen, and the security forces are complicit. Oh... and there’s still Boko Haram.",2018-03-25 20:31:46
@WaleMicaiah @StatiSense Nigeria actually has a disjointed data management system across all sectors. We would have to x-ray each sector to determine who's illegally accessing its data. An integrated national data system will ensure easy and effective monitoring as well as guarantee high level security.,2018-03-25 20:29:00
"Nigeria is the only Federation in the world
where all MAJOR security agencies are headed
by only one section of the Federation and only
members of one faith.
Northerners and Muslims",2018-03-25 20:28:33
"Nigeria Security has a powerful dreadful crime fighting SARS,  so I wonder how herdsmen is still killing.  Please convert this to Special Herdsmen Squad. God Bless Nigeria.",2018-03-25 20:16:48
"TY Danjuma spoke my mind on Nigeria Security.  I once said Nigeria Security has been compromised. There is still hope, Nigeria security will bounce back. Nigeria military has the best foot Army in the world.   So I wonder how Boko Haram is giving this heat. God Bless Nigeria",2018-03-25 20:12:49
Are the countries victims of this scourge moving away from the doctrine of non-engagement and treating these guys are rebels like all other rebel groups   https://t.co/PlDheaeS6h,2018-03-25 20:12:13
Nigeria talking to Boko Haram about possible ceasefire https://t.co/2hHUjmU7hx,2018-03-25 20:09:53
Nigeria talking to Boko Haram about possible ceasefire https://t.co/xblXIHBMfo,2018-03-25 20:09:29
"Security agencies in Nigeria???
🙆‍♂️🙆‍♂️🙆‍♂️🙆‍♂️🙆‍♂️🙆‍♂️ https://t.co/pSorGtPEbR",2018-03-25 20:07:58
@EyoEton @segalink @channelstv Why is it that ALL security chiefs in Nigeria are Fulani men? Are they qualified more than every other tribe in the zoo you called Nigeria? If you can answer this.  U r saved🤐,2018-03-25 19:56:59
@DailyPostNGR All of u re MAD! There is nothing like clashes between farmers n herdsmen! In Nigeria Fulani herdsmen is killing people both civilians n security agents!,2018-03-25 19:53:58
"The current situation in Nigeria security and the reactio of certain So called past leaders and statesmen, shows that many people are making money from the Insecurity in the country and will do anythi to fustrate the security process.@channelstv @AIT_Online @daily_trust",2018-03-25 19:49:40
